question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.022538,0.009524,0.06084,0.0,0.0,empty
1,2,125.5,304.0,0.024376,0.02439,0.044668,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.61879,0.895238,0.608665,0.133333,0.895238,candidate_marked
1,4,175.0,304.5,0.013023,0.0,0.04341,0.0,0.0,empty
2,1,99.0,324.5,0.035882,0.0,0.119608,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.04516,0.009524,0.136247,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.047227,0.019048,0.128852,0.0,0.0,empty
2,4,175.0,325.0,0.027779,0.0,0.092597,0.0,0.0,empty
3,1,99.5,344.5,0.011941,0.0,0.039804,0.0,0.0,empty
3,2,124.5,345.0,0.003443,0.0,0.011478,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.02112,0.0,0.070401,0.0,0.0,empty
3,4,175.0,345.5,0.012059,0.0,0.040196,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.628022,0.933333,0.629916,0.07619,0.933333,candidate_marked
4,2,123.78125,366.59090909090907,0.056471,0.019048,0.159664,0.0,0.0,empty
4,3,149.0,365.0,0.068029,0.05,0.123987,0.033333,0.0,empty
4,4,175.0,363.5,0.091825,0.063492,0.16455,0.055556,0.0,empty
5,1,98.21875,387.6363636363636,0.057692,0.038095,0.135163,0.0,0.038095,empty
5,2,123.78125,387.6363636363636,0.044622,0.009524,0.134454,0.0,0.0,empty
5,3,148.5,385.0,0.103902,0.1,0.113007,0.1,0.1,faint_trace_or_erased
5,4,175.0,386.0,0.016014,0.0,0.053381,0.0,0.0,empty
6,1,98.5,405.5,0.625703,0.942857,0.615836,0.066667,0.942857,candidate_marked
6,2,125.0,405.5,0.060621,0.02381,0.153128,0.015873,0.0,empty
6,3,149.5,405.0,0.053417,0.028571,0.135201,0.0,0.0,empty
6,4,175.0,406.5,0.035176,0.009524,0.102969,0.0,0.0,empty
7,1,98.5,426.5,0.068683,0.047619,0.133707,0.028571,0.0,empty
7,2,124.0,427.5,0.067325,0.039683,0.151665,0.015873,0.0,empty
7,3,151.0,426.0,0.125933,0.114286,0.208665,0.047619,0.066667,faint_trace_or_erased
7,4,175.0,428.0,0.042941,0.019048,0.106629,0.009524,0.0,empty
8,1,99.0,447.0,0.057507,0.038095,0.126611,0.009524,0.0,empty
8,2,124.0,447.0,0.021224,0.0,0.070748,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.067322,0.047619,0.137106,0.019048,0.0,empty
8,4,174.5,447.5,0.026902,0.0,0.089673,0.0,0.0,empty
