question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.056476,0.028571,0.145397,0.0,0.0,empty
1,2,125.5,304.0,0.02043,0.0,0.068101,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.484017,0.714286,0.541961,0.0,0.714286,candidate_marked
1,4,175.0,304.5,0.02049,0.0,0.068301,0.0,0.0,empty
2,1,99.0,324.5,0.015131,0.0,0.050436,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.033669,0.0,0.112232,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.038678,0.019048,0.084482,0.019048,0.0,empty
2,4,175.0,325.0,0.014646,0.0,0.04882,0.0,0.0,empty
3,1,99.5,344.5,0.020569,0.0,0.068562,0.0,0.0,empty
3,2,124.5,345.0,0.014806,0.0,0.049354,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.062941,0.057143,0.116153,0.009524,0.057143,empty
3,4,175.0,345.5,0.017108,0.0,0.057026,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.032611,0.009524,0.094416,0.0,0.0,empty
4,2,123.78125,366.59090909090907,0.052964,0.028571,0.125752,0.009524,0.0,empty
4,3,149.0,365.0,0.007255,0.0,0.024183,0.0,0.0,empty
4,4,175.0,363.5,0.095686,0.087302,0.141706,0.055556,0.047619,empty
5,1,98.21875,387.6363636363636,0.079014,0.066667,0.155444,0.009524,0.0,empty
5,2,123.78125,387.6363636363636,0.086908,0.085714,0.16112,0.0,0.038095,empty
5,3,148.5,385.0,0.010824,0.0,0.036078,0.0,0.0,empty
5,4,175.0,386.0,0.012653,0.0,0.042177,0.0,0.0,empty
6,1,98.5,405.5,0.036028,0.009524,0.105808,0.0,0.0,empty
6,2,125.0,405.5,0.091181,0.079365,0.165048,0.02381,0.031746,empty
6,3,149.5,405.0,0.100952,0.095238,0.146032,0.057143,0.0,faint_trace_or_erased
6,4,175.0,406.5,0.074011,0.057143,0.121307,0.047619,0.0,empty
7,1,98.5,426.5,0.031227,0.0,0.10409,0.0,0.0,empty
7,2,124.0,427.5,0.050859,0.031746,0.121911,0.0,0.0,empty
7,3,151.0,426.0,0.100297,0.07619,0.164482,0.066667,0.038095,faint_trace_or_erased
7,4,175.0,428.0,0.06814,0.047619,0.123959,0.038095,0.0,empty
8,1,99.0,447.0,0.032739,0.038095,0.051989,0.0,0.0,empty
8,2,124.0,447.0,0.008715,0.0,0.029052,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.563636,0.838095,0.566088,0.066667,0.828571,candidate_marked
8,4,174.5,447.5,0.003686,0.0,0.012288,0.0,0.0,empty
