question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.082695,0.057143,0.150252,0.047619,0.0,empty
1,2,125.5,304.0,0.045768,0.02439,0.095648,0.02439,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.585126,0.904762,0.577404,0.019048,0.904762,candidate_marked
1,4,175.0,304.5,0.039028,0.013889,0.109259,0.0,0.0,empty
2,1,99.0,324.5,0.018905,0.0,0.063017,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.079933,0.066667,0.142633,0.028571,0.057143,empty
2,3,148.83333333333334,326.38461538461536,0.02781,0.0,0.092698,0.0,0.0,empty
2,4,175.0,325.0,0.021609,0.0,0.072029,0.0,0.0,empty
3,1,99.5,344.5,0.032088,0.016667,0.081961,0.0,0.0,empty
3,2,124.5,345.0,0.015782,0.0,0.052606,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.065361,0.057143,0.108347,0.028571,0.057143,empty
3,4,175.0,345.5,0.022451,0.0,0.074837,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.04814,0.038095,0.095387,0.009524,0.0,empty
4,2,123.78125,366.59090909090907,0.073479,0.057143,0.143343,0.019048,0.047619,empty
4,3,149.0,365.0,0.03351,0.0,0.111699,0.0,0.0,empty
4,4,175.0,363.5,0.073936,0.055556,0.163119,0.0,0.039683,empty
5,1,98.21875,387.6363636363636,0.115098,0.104762,0.178898,0.057143,0.047619,faint_trace_or_erased
5,2,123.78125,387.6363636363636,0.106359,0.095238,0.171989,0.047619,0.0,faint_trace_or_erased
5,3,148.5,385.0,0.032902,0.0,0.109673,0.0,0.0,empty
5,4,175.0,386.0,0.025954,0.0,0.086515,0.0,0.0,empty
6,1,98.5,405.5,0.434465,0.571429,0.543455,0.057143,0.561905,candidate_marked
6,2,125.0,405.5,0.122465,0.119048,0.170121,0.071429,0.039683,faint_trace_or_erased
6,3,149.5,405.0,0.084426,0.066667,0.173483,0.009524,0.038095,empty
6,4,175.0,406.5,0.047031,0.019048,0.120261,0.009524,0.0,empty
7,1,98.5,426.5,0.073905,0.07619,0.100317,0.038095,0.038095,empty
7,2,124.0,427.5,0.068203,0.063492,0.112263,0.02381,0.0,empty
7,3,151.0,426.0,0.110196,0.104762,0.170495,0.047619,0.085714,faint_trace_or_erased
7,4,175.0,428.0,0.06428,0.057143,0.11268,0.019048,0.047619,empty
8,1,99.0,447.0,0.030661,0.009524,0.087918,0.0,0.0,empty
8,2,124.0,447.0,0.023193,0.0,0.077311,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.091916,0.095238,0.123847,0.047619,0.057143,empty
8,4,174.5,447.5,0.026275,0.0,0.087582,0.0,0.0,empty
