question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.077053,0.057143,0.139384,0.038095,0.0,empty
1,2,125.5,304.0,0.017159,0.0,0.057198,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.061165,0.038095,0.130868,0.019048,0.0,empty
1,4,175.0,304.5,0.020033,0.0,0.066776,0.0,0.0,empty
2,1,99.0,324.5,0.016928,0.0,0.056427,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.032415,0.0,0.108049,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.096739,0.07619,0.144687,0.07619,0.0,empty
2,4,175.0,325.0,0.012197,0.0,0.040656,0.0,0.0,empty
3,1,99.5,344.5,0.023471,0.0,0.078235,0.0,0.0,empty
3,2,124.5,345.0,0.02066,0.0,0.068867,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.019541,0.0,0.065135,0.0,0.0,empty
3,4,175.0,345.5,0.020637,0.0,0.068791,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.022891,0.0,0.076303,0.0,0.0,empty
4,2,123.78125,366.59090909090907,0.079277,0.066667,0.164258,0.0,0.0,empty
4,3,149.0,365.0,0.036922,0.0,0.123072,0.0,0.0,empty
4,4,175.0,363.5,0.039627,0.015873,0.108279,0.0,0.0,empty
5,1,98.21875,387.6363636363636,0.090431,0.085714,0.133184,0.047619,0.0,empty
5,2,123.78125,387.6363636363636,0.029322,0.0,0.09774,0.0,0.0,empty
5,3,148.5,385.0,0.020451,0.0,0.06817,0.0,0.0,empty
5,4,175.0,386.0,0.030564,0.0,0.101881,0.0,0.0,empty
6,1,98.5,405.5,0.081619,0.057143,0.146667,0.047619,0.057143,empty
6,2,125.0,405.5,0.600509,0.865079,0.611484,0.111111,0.865079,candidate_marked
6,3,149.5,405.0,0.078129,0.057143,0.142969,0.038095,0.0,empty
6,4,175.0,406.5,0.034499,0.0,0.114995,0.0,0.0,empty
7,1,98.5,426.5,0.016874,0.0,0.056247,0.0,0.0,empty
7,2,124.0,427.5,0.02225,0.0,0.074167,0.0,0.0,empty
7,3,151.0,426.0,0.074779,0.057143,0.115929,0.057143,0.0,empty
7,4,175.0,428.0,0.571513,0.819048,0.589169,0.104762,0.819048,candidate_marked
8,1,99.0,447.0,0.600852,0.904762,0.606013,0.047619,0.904762,candidate_marked
8,2,124.0,447.0,0.018703,0.0,0.062345,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.076852,0.057143,0.122838,0.057143,0.057143,empty
8,4,174.5,447.5,0.02598,0.0,0.086601,0.0,0.0,empty
