question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.100605,0.095238,0.144874,0.057143,0.057143,faint_trace_or_erased
1,2,125.5,304.0,0.015352,0.0,0.051172,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.071675,0.057143,0.105584,0.057143,0.0,empty
1,4,175.0,304.5,0.146454,0.055556,0.404848,0.0,0.0,faint_trace_or_erased
2,1,99.0,324.5,0.029363,0.0,0.097876,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.081518,0.057143,0.146331,0.047619,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.067227,0.047619,0.112979,0.047619,0.0,empty
2,4,175.0,325.0,0.14509,0.040816,0.422409,0.0,0.0,faint_trace_or_erased
3,1,99.5,344.5,0.025549,0.0,0.085163,0.0,0.0,empty
3,2,124.5,345.0,0.02264,0.0,0.075466,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.294577,0.314286,0.470812,0.047619,0.12381,candidate_marked
3,4,175.0,345.5,0.020703,0.0,0.069009,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.068717,0.057143,0.143343,0.0,0.0,empty
4,2,123.78125,366.59090909090907,0.44809,0.638095,0.528553,0.009524,0.619048,candidate_marked
4,3,149.0,365.0,0.024176,0.0,0.080588,0.0,0.0,empty
4,4,175.0,363.5,0.065238,0.047619,0.119577,0.031746,0.0,empty
5,1,98.21875,387.6363636363636,0.032594,0.0,0.108646,0.0,0.0,empty
5,2,123.78125,387.6363636363636,0.040919,0.0,0.136396,0.0,0.0,empty
5,3,148.5,385.0,0.350373,0.45,0.47902,0.016667,0.45,candidate_marked
5,4,175.0,386.0,0.017527,0.0,0.058423,0.0,0.0,empty
6,1,98.5,405.5,0.175216,0.095238,0.441195,0.0,0.038095,faint_trace_or_erased
6,2,125.0,405.5,0.090864,0.071429,0.156054,0.047619,0.039683,empty
6,3,149.5,405.0,0.041289,0.019048,0.109057,0.0,0.0,empty
6,4,175.0,406.5,0.025658,0.0,0.085528,0.0,0.0,empty
7,1,98.5,426.5,0.041703,0.019048,0.110439,0.0,0.0,empty
7,2,124.0,427.5,0.040266,0.015873,0.103797,0.007937,0.0,empty
7,3,151.0,426.0,0.307754,0.352381,0.473464,0.028571,0.228571,candidate_marked
7,4,175.0,428.0,0.033176,0.0,0.110588,0.0,0.0,empty
8,1,99.0,447.0,0.207064,0.152381,0.453707,0.009524,0.114286,candidate_marked
8,2,124.0,447.0,0.000696,0.0,0.002321,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.068908,0.057143,0.096359,0.057143,0.057143,empty
8,4,174.5,447.5,0.003706,0.0,0.012353,0.0,0.0,empty
