question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.093132,0.07619,0.148534,0.057143,0.0,empty
1,2,125.5,304.0,0.022869,0.0,0.076231,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.69684,0.92381,0.643436,0.352381,0.92381,candidate_marked
1,4,175.0,304.5,0.029363,0.0,0.097876,0.0,0.0,empty
2,1,99.0,324.5,0.013333,0.0,0.044444,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.017793,0.0,0.059309,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.037501,0.019048,0.096433,0.0,0.0,empty
2,4,175.0,325.0,0.803385,1.0,0.684754,0.591837,1.0,candidate_marked
3,1,99.5,344.5,0.009255,0.0,0.03085,0.0,0.0,empty
3,2,124.5,345.0,0.001176,0.0,0.003922,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.689132,0.990476,0.652661,0.190476,0.990476,candidate_marked
3,4,175.0,345.5,0.013742,0.0,0.045806,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.642465,0.895238,0.608217,0.228571,0.895238,candidate_marked
4,2,123.78125,366.59090909090907,0.067697,0.047619,0.146293,0.009524,0.0,empty
4,3,149.0,365.0,0.030471,0.0,0.101569,0.0,0.0,empty
4,4,175.0,363.5,0.095093,0.079365,0.164862,0.039683,0.031746,empty
5,1,98.21875,387.6363636363636,0.067221,0.057143,0.114547,0.028571,0.0,empty
5,2,123.78125,387.6363636363636,0.063255,0.047619,0.107675,0.038095,0.0,empty
5,3,148.5,385.0,0.752137,1.0,0.673791,0.4,1.0,candidate_marked
5,4,175.0,386.0,0.015894,0.0,0.052981,0.0,0.0,empty
6,1,98.5,405.5,0.755882,1.0,0.670402,0.419048,1.0,candidate_marked
6,2,125.0,405.5,0.107474,0.095238,0.169094,0.055556,0.0,faint_trace_or_erased
6,3,149.5,405.0,0.099938,0.085714,0.156937,0.057143,0.0,empty
6,4,175.0,406.5,0.055754,0.019048,0.141401,0.019048,0.0,empty
7,1,98.5,426.5,0.06195,0.038095,0.11761,0.038095,0.0,empty
7,2,124.0,427.5,0.061727,0.031746,0.144911,0.015873,0.0,empty
7,3,151.0,426.0,0.693703,0.885714,0.642502,0.409524,0.885714,candidate_marked
7,4,175.0,428.0,0.046162,0.019048,0.10943,0.019048,0.0,empty
8,1,99.0,447.0,0.7453,0.980952,0.671634,0.409524,0.980952,candidate_marked
8,2,124.0,447.0,0.015486,0.0,0.051621,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.072728,0.057143,0.109094,0.057143,0.057143,empty
8,4,174.5,447.5,0.023569,0.0,0.078562,0.0,0.0,empty
