question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.032241,0.009524,0.093184,0.0,0.0,empty
1,2,125.5,304.0,0.697446,1.0,0.641894,0.219512,1.0,candidate_marked
1,3,148.83333333333334,305.8636363636364,0.046448,0.019048,0.118319,0.009524,0.0,empty
1,4,175.0,304.5,0.024886,0.0,0.082952,0.0,0.0,empty
2,1,99.0,324.5,0.006438,0.0,0.02146,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.031798,0.019048,0.077423,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.048499,0.047619,0.090233,0.0,0.0,empty
2,4,175.0,325.0,0.638571,1.0,0.628571,0.0,1.0,candidate_marked
3,1,99.5,344.5,0.65601,1.0,0.645033,0.05,1.0,candidate_marked
3,2,124.5,345.0,0.012281,0.0,0.040937,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.080375,0.066667,0.120299,0.057143,0.057143,empty
3,4,175.0,345.5,0.02402,0.0,0.080065,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.018151,0.0,0.060504,0.0,0.0,empty
4,2,123.78125,366.59090909090907,0.842611,0.990476,0.70394,0.742857,0.990476,candidate_marked
4,3,149.0,365.0,0.009784,0.0,0.032614,0.0,0.0,empty
4,4,175.0,363.5,0.100191,0.095238,0.144818,0.055556,0.047619,faint_trace_or_erased
5,1,98.21875,387.6363636363636,0.072689,0.066667,0.142297,0.0,0.0,empty
5,2,123.78125,387.6363636363636,0.746756,0.92381,0.651092,0.542857,0.92381,candidate_marked
5,3,148.5,385.0,0.018157,0.0,0.060523,0.0,0.0,empty
5,4,175.0,386.0,0.026098,0.0,0.086995,0.0,0.0,empty
6,1,98.5,405.5,0.691132,1.0,0.660915,0.171429,1.0,candidate_marked
6,2,125.0,405.5,0.099893,0.079365,0.194087,0.02381,0.0,empty
6,3,149.5,405.0,0.075003,0.057143,0.148422,0.019048,0.0,empty
6,4,175.0,406.5,0.068045,0.047619,0.131578,0.028571,0.038095,empty
7,1,98.5,426.5,0.034588,0.0,0.115294,0.0,0.0,empty
7,2,124.0,427.5,0.048595,0.02381,0.126268,0.0,0.0,empty
7,3,151.0,426.0,0.814151,0.914286,0.691615,0.780952,0.914286,candidate_marked
7,4,175.0,428.0,0.070443,0.057143,0.149094,0.0,0.038095,empty
8,1,99.0,447.0,0.069277,0.07619,0.116639,0.0,0.057143,empty
8,2,124.0,447.0,0.661345,1.0,0.653461,0.061224,1.0,candidate_marked
8,3,148.83333333333334,448.3181818181818,0.102415,0.095238,0.142969,0.066667,0.057143,faint_trace_or_erased
8,4,174.5,447.5,0.039157,0.0,0.130523,0.0,0.0,empty
