question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.21023,0.152381,0.408702,0.07619,0.047619,candidate_marked
1,2,125.5,304.0,0.023529,0.0,0.078431,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.036555,0.009524,0.107563,0.0,0.0,empty
1,4,175.0,304.5,0.0175,0.0,0.058333,0.0,0.0,empty
2,1,99.0,324.5,0.019967,0.0,0.066558,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.443367,0.580952,0.527096,0.095238,0.552381,candidate_marked
2,3,148.83333333333334,326.38461538461536,0.108846,0.085714,0.170756,0.07619,0.0,faint_trace_or_erased
2,4,175.0,325.0,0.022449,0.0,0.07483,0.0,0.0,empty
3,1,99.5,344.5,0.014725,0.0,0.049085,0.0,0.0,empty
3,2,124.5,345.0,0.012884,0.0,0.042946,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.272235,0.314286,0.428086,0.009524,0.266667,candidate_marked
3,4,175.0,345.5,0.029575,0.0,0.098584,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.217585,0.2,0.409412,0.019048,0.133333,candidate_marked
4,2,123.78125,366.59090909090907,0.11098,0.12381,0.144538,0.047619,0.104762,faint_trace_or_erased
4,3,149.0,365.0,0.013275,0.0,0.044248,0.0,0.0,empty
4,4,175.0,363.5,0.06732,0.047619,0.126517,0.031746,0.0,empty
5,1,98.21875,387.6363636363636,0.099597,0.07619,0.154211,0.07619,0.0,empty
5,2,123.78125,387.6363636363636,0.123759,0.104762,0.176022,0.095238,0.0,faint_trace_or_erased
5,3,148.5,385.0,0.365686,0.466667,0.518954,0.0,0.4,candidate_marked
5,4,175.0,386.0,0.028499,0.0,0.094998,0.0,0.0,empty
6,1,98.5,405.5,0.08121,0.057143,0.137367,0.057143,0.057143,empty
6,2,125.0,405.5,0.330126,0.388889,0.477404,0.047619,0.230159,candidate_marked
6,3,149.5,405.0,0.073272,0.057143,0.118842,0.047619,0.057143,empty
6,4,175.0,406.5,0.018992,0.0,0.063305,0.0,0.0,empty
7,1,98.5,426.5,0.028896,0.0,0.096321,0.0,0.0,empty
7,2,124.0,427.5,0.084967,0.055556,0.153595,0.055556,0.0,empty
7,3,151.0,426.0,0.22735,0.190476,0.440373,0.038095,0.057143,candidate_marked
7,4,175.0,428.0,0.071742,0.047619,0.12803,0.047619,0.0,empty
8,1,99.0,447.0,0.275804,0.247619,0.492362,0.066667,0.142857,candidate_marked
8,2,124.0,447.0,0.004514,0.0,0.015046,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.012773,0.0,0.042577,0.0,0.0,empty
8,4,174.5,447.5,0.012176,0.0,0.040588,0.0,0.0,empty
