question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.060034,0.038095,0.142969,0.0,0.0,empty
1,2,125.5,304.0,0.019713,0.0,0.06571,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.569675,0.87619,0.576695,0.009524,0.87619,candidate_marked
1,4,175.0,304.5,0.018644,0.0,0.062146,0.0,0.0,empty
2,1,99.0,324.5,0.015212,0.0,0.050708,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.052762,0.038095,0.11873,0.0,0.0,empty
2,3,148.83333333333334,326.38461538461536,0.044812,0.028571,0.106517,0.0,0.0,empty
2,4,175.0,325.0,0.024442,0.0,0.081473,0.0,0.0,empty
3,1,99.5,344.5,0.028196,0.0,0.093987,0.0,0.0,empty
3,2,124.5,345.0,0.03056,0.0,0.101865,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.025143,0.0,0.08381,0.0,0.0,empty
3,4,175.0,345.5,0.022255,0.0,0.074183,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.031255,0.009524,0.089897,0.0,0.0,empty
4,2,123.78125,366.59090909090907,0.038207,0.0,0.127358,0.0,0.0,empty
4,3,149.0,365.0,0.024529,0.0,0.081765,0.0,0.0,empty
4,4,175.0,363.5,0.045952,0.015873,0.122751,0.007937,0.0,empty
5,1,98.21875,387.6363636363636,0.091098,0.07619,0.165565,0.028571,0.0,empty
5,2,123.78125,387.6363636363636,0.093059,0.07619,0.172101,0.028571,0.0,empty
5,3,148.5,385.0,0.032412,0.0,0.108039,0.0,0.0,empty
5,4,175.0,386.0,0.024682,0.0,0.082273,0.0,0.0,empty
6,1,98.5,405.5,0.66688,0.990476,0.641979,0.114286,0.990476,candidate_marked
6,2,125.0,405.5,0.07929,0.047619,0.179645,0.015873,0.0,empty
6,3,149.5,405.0,0.068056,0.047619,0.147488,0.009524,0.0,empty
6,4,175.0,406.5,0.025894,0.0,0.086312,0.0,0.0,empty
7,1,98.5,426.5,0.012504,0.0,0.041681,0.0,0.0,empty
7,2,124.0,427.5,0.086027,0.079365,0.134641,0.039683,0.055556,empty
7,3,151.0,426.0,0.69149,0.952381,0.646237,0.27619,0.952381,candidate_marked
7,4,175.0,428.0,0.040213,0.038095,0.0769,0.0,0.0,empty
8,1,99.0,447.0,0.645938,0.952381,0.629318,0.114286,0.952381,candidate_marked
8,2,124.0,447.0,0.017887,0.0,0.059624,0.0,0.0,empty
8,3,148.83333333333334,448.3181818181818,0.047322,0.028571,0.114883,0.0,0.0,empty
8,4,174.5,447.5,0.024294,0.0,0.08098,0.0,0.0,empty
