question_id,option,cx,cy,score,ink_ratio,mean_darkness,strong_dark_ratio,component_area_ratio,state
1,1,98.21875,305.8636363636364,0.036325,0.0,0.121083,0.0,0.0,empty
1,2,125.5,304.0,0.014003,0.0,0.046676,0.0,0.0,empty
1,3,148.83333333333334,305.8636363636364,0.182577,0.095238,0.44986,0.019048,0.0,faint_trace_or_erased
1,4,175.0,304.5,0.032737,0.013889,0.08829,0.0,0.0,empty
2,1,99.0,324.5,0.014951,0.0,0.049837,0.0,0.0,empty
2,2,123.78125,326.38461538461536,0.087602,0.104762,0.134865,0.0,0.104762,empty
2,3,148.83333333333334,326.38461538461536,0.033143,0.0,0.110476,0.0,0.0,empty
2,4,175.0,325.0,0.306543,0.346939,0.501401,0.0,0.326531,candidate_marked
3,1,99.5,344.5,0.024353,0.0,0.081176,0.0,0.0,empty
3,2,124.5,345.0,0.012253,0.0,0.040842,0.0,0.0,empty
3,3,148.83333333333334,346.1818181818182,0.533725,0.780952,0.57591,0.038095,0.771429,candidate_marked
3,4,175.0,345.5,0.020359,0.0,0.067865,0.0,0.0,empty
4,1,98.21875,366.59090909090907,0.25572,0.228571,0.493669,0.019048,0.104762,candidate_marked
4,2,123.78125,366.59090909090907,0.072756,0.057143,0.14887,0.009524,0.0,empty
4,3,149.0,365.0,0.036275,0.0,0.120915,0.0,0.0,empty
4,4,175.0,363.5,0.067633,0.055556,0.14211,0.0,0.031746,empty
5,1,98.21875,387.6363636363636,0.059843,0.038095,0.142334,0.0,0.0,empty
5,2,123.78125,387.6363636363636,0.445709,0.638095,0.528553,0.0,0.638095,candidate_marked
5,3,148.5,385.0,0.031961,0.0,0.106536,0.0,0.0,empty
5,4,175.0,386.0,0.0297,0.0,0.099,0.0,0.0,empty
6,1,98.5,405.5,0.030275,0.0,0.100915,0.0,0.0,empty
6,2,125.0,405.5,0.067274,0.063492,0.129007,0.0,0.039683,empty
6,3,149.5,405.0,0.45893,0.67619,0.515481,0.0,0.67619,candidate_marked
6,4,175.0,406.5,0.04456,0.019048,0.119963,0.0,0.0,empty
7,1,98.5,426.5,0.273115,0.27619,0.496097,0.0,0.228571,candidate_marked
7,2,124.0,427.5,0.055901,0.031746,0.138718,0.0,0.0,empty
7,3,151.0,426.0,0.05302,0.028571,0.125938,0.009524,0.0,empty
7,4,175.0,428.0,0.038762,0.019048,0.092698,0.009524,0.0,empty
8,1,99.0,447.0,0.042375,0.019048,0.11268,0.0,0.0,empty
8,2,124.0,447.0,0.506519,0.755102,0.555742,0.0,0.755102,candidate_marked
8,3,148.83333333333334,448.3181818181818,0.059261,0.057143,0.095948,0.019048,0.057143,empty
8,4,174.5,447.5,0.021961,0.0,0.073203,0.0,0.0,empty
